rodada;data;hora;time_casa;time_fora;gols_casa;gols_fora;tecnico_casa;tecnico_fora;estadio;stat_chutes_casa;stat_chutes_fora;stat_chutes_a_gol_casa;stat_chutes_a_gol_fora;stat_posse_de_bola_casa;stat_posse_de_bola_fora;stat_passes_casa;stat_passes_fora;stat_faltas_casa;stat_faltas_fora;stat_cartões_amarelos_casa;stat_cartões_amarelos_fora;stat_cartões_vermelhos_casa;stat_cartões_vermelhos_fora;stat_impedimentos_casa;stat_impedimentos_fora;stat_escanteios_casa;stat_escanteios_fora
13;12/07/2015;16:00;Flamengo;Corinthians;0;3;C. Borges dos Santos;A. Bacchi;Maracanã;16;8;0;0;60%;40%;535;394;7;15;0;2;0;0;7;1;13;1
13;12/07/2015;16:01;Athletico-PR;Fluminense;1;2;M. Mendes;E. Alves Moreira;Estádio Joaquim Américo Guimarães;23;9;0;0;59%;41%;456;322;12;11;1;2;0;0;1;2;10;2
13;12/07/2015;16:01;Cruzeiro;Goiás;1;0;V. Luxemburgo da Silva;J. Camargo;Mineirão;22;3;0;0;64%;36%;537;315;17;13;2;1;0;0;0;1;11;2
13;12/07/2015;18:31;Sport Recife;Palmeiras;2;2;E. Baptista;M. de Oliveira Santos;Arena de Pernambuco;11;12;0;0;59%;41%;506;351;10;17;2;1;0;0;5;3;6;4
13;12/07/2015;18:31;Avaí;Chapecoense;2;1;G. Kleina;V. Eutrópio;Ressacada;14;13;0;0;39%;61%;280;433;15;14;4;2;0;0;4;1;6;7
14;18/07/2015;18:28;Internacional;Goiás;2;1;D. Aguirre Camblor;J. Camargo;Estádio José Pinheiro Borda;8;10;0;0;63%;37%;540;315;18;12;1;1;0;0;1;4;6;5
14;18/07/2015;18:29;Flamengo;Grêmio;1;0;C. Borges dos Santos;R. Machado Marques;Maracanã;21;6;0;0;39%;61%;323;506;12;11;1;5;0;0;1;1;7;4
14;18/07/2015;21:05;Corinthians;Atlético-MG;1;0;A. Bacchi;L. Culpi;Neo Química Arena;8;16;0;0;44%;56%;392;467;12;15;1;1;0;0;4;2;2;6
14;19/07/2015;11:02;Athletico-PR;Chapecoense;1;0;M. Mendes;V. Eutrópio;Estádio Joaquim Américo Guimarães;20;10;0;0;56%;44%;439;350;14;13;2;3;0;0;2;4;7;1
14;19/07/2015;16:01;Figueirense;Coritiba;0;0;A. Fucks;N. da Silveira Júnior;Orlando Scarpelli;9;12;0;0;41%;59%;356;523;20;18;1;2;0;0;2;0;2;2
14;19/07/2015;16:02;Sport Recife;São Paulo;2;0;E. Baptista;J. Osorio;Arena de Pernambuco;15;7;0;0;46%;54%;408;468;9;12;1;0;0;2;4;8;2;3
14;19/07/2015;16:01;Fluminense;Vasco da Gama;1;2;E. Alves Moreira;C. Juarez Roth;Maracanã;16;8;0;0;58%;42%;375;287;15;17;2;6;0;0;0;2;9;2
14;19/07/2015;16:01;Palmeiras;Santos;1;0;M. de Oliveira Santos;D. Silvestre Júnior;Allianz Parque;9;14;0;0;44%;56%;301;374;24;10;3;3;0;0;3;3;2;5
14;19/07/2015;18:31;Cruzeiro;Avaí;1;1;V. Luxemburgo da Silva;G. Kleina;Mineirão;20;9;0;0;67%;33%;554;263;7;16;1;3;0;0;1;0;6;3
14;19/07/2015;18:31;Joinville;Ponte Preta;1;1;A. Batista;A. Ferreira;Arena Joinville;21;8;0;0;54%;46%;451;397;11;14;2;5;0;0;1;1;8;2
15;25/07/2015;19:21;Avaí;Athletico-PR;1;2;G. Kleina;M. Mendes;Ressacada;20;18;0;0;47%;53%;362;442;5;17;3;3;0;0;2;1;7;2
15;25/07/2015;19:30;Grêmio;Sport Recife;1;1;R. Machado Marques;E. Baptista;Arena do Grêmio;17;8;0;0;57%;43%;582;462;6;8;0;0;0;0;7;0;13;4
15;25/07/2015;20:59;Atlético-MG;Figueirense;1;0;L. Culpi;A. Fucks;Estádio Raimundo Sampaio;15;8;0;0;62%;38%;508;311;16;19;2;4;0;0;1;3;8;9
15;26/07/2015;11:02;Chapecoense;Fluminense;2;1;V. Eutrópio;E. Alves Moreira;Arena Condá;9;12;0;0;48%;52%;372;373;15;16;2;3;0;1;3;1;1;10
15;26/07/2015;11:00;Santos;Joinville;2;0;D. Silvestre Júnior;A. Batista;Estádio Urbano Caldeira;13;10;0;0;50%;50%;481;482;4;12;2;2;0;0;7;2;7;6
15;26/07/2015;15:59;Ponte Preta;Internacional;0;0;A. Ferreira;D. Aguirre Camblor;Moisés Lucarelli;21;13;0;0;58%;42%;416;315;10;19;2;2;0;0;1;3;13;8
15;26/07/2015;16:01;Coritiba;Corinthians;1;1;N. da Silveira Júnior;A. Bacchi;Couto Pereira;11;8;0;0;54%;46%;461;405;7;18;3;3;0;0;10;0;5;5
15;26/07/2015;16:02;São Paulo;Cruzeiro;1;0;J. Osorio;V. Luxemburgo da Silva;Morumbi;10;11;0;0;49%;51%;428;457;16;14;0;1;0;0;4;0;5;2
15;26/07/2015;15:59;Goiás;Flamengo;0;1;J. Camargo;C. Borges dos Santos;Estádio do Governo do Estado de Goiás (Serra Dourada);14;8;0;0;43%;57%;330;448;11;6;2;1;0;0;0;1;11;4
15;26/07/2015;18:33;Vasco da Gama;Palmeiras;1;4;C. Juarez Roth;M. de Oliveira Santos;Estádio Vasco da Gama;8;18;0;0;56%;44%;446;363;14;21;3;1;0;0;8;5;8;4
16;29/07/2015;21:59;Corinthians;Vasco da Gama;3;0;A. Bacchi;C. Juarez Roth;Neo Química Arena;20;11;0;0;60%;40%;552;357;7;15;0;3;0;0;0;9;3;4
16;29/07/2015;22:01;Atlético-MG;São Paulo;3;1;L. Culpi;J. Osorio;Mineirão;14;15;0;0;49%;51%;521;550;6;6;0;1;0;0;2;7;3;4
16;01/08/2015;18:29;Fluminense;Grêmio;1;0;E. Alves Moreira;R. Machado Marques;Maracanã;12;9;0;0;45%;55%;399;484;16;13;3;1;0;1;3;1;4;4
16;02/08/2015;11:02;Coritiba;Goiás;1;1;N. da Silveira Júnior;J. Camargo;Couto Pereira;17;14;0;0;61%;39%;459;297;11;19;4;4;0;0;3;1;9;7
16;02/08/2015;11:01;Palmeiras;Athletico-PR;0;1;M. de Oliveira Santos;M. Mendes;Allianz Parque;16;9;0;0;51%;49%;433;442;13;18;1;2;0;0;2;2;5;4
16;02/08/2015;16:00;Joinville;Avaí;2;0;P. Lopes de Gusmão;G. Kleina;Arena Joinville;3;8;0;0;51%;49%;393;392;22;9;2;1;0;0;2;0;10;4
16;02/08/2015;16:00;Internacional;Chapecoense;0;0;D. Aguirre Camblor;V. Eutrópio;Estádio José Pinheiro Borda;11;11;0;0;64%;36%;509;301;4;13;3;2;0;0;2;3;11;7
16;02/08/2015;16:01;Figueirense;Ponte Preta;3;1;A. Fucks;A. Ferreira;Orlando Scarpelli;12;19;0;0;44%;56%;303;388;19;18;2;3;0;0;1;1;4;5
16;02/08/2015;16:01;Flamengo;Santos;2;2;C. Borges dos Santos;D. Silvestre Júnior;Maracanã;26;10;0;0;55%;45%;443;395;17;14;4;2;0;0;2;0;9;3
16;02/08/2015;18:29;Sport Recife;Cruzeiro;0;0;E. Baptista;V. Luxemburgo da Silva;Arena de Pernambuco;7;11;0;0;49%;51%;457;473;15;17;1;2;0;0;3;5;6;6
17;08/08/2015;18:33;Avaí;Fluminense;1;0;G. Kleina;E. Alves Moreira;Ressacada;13;13;0;0;30%;70%;221;526;14;12;2;2;0;0;2;3;6;9
17;08/08/2015;21:01;Santos;Coritiba;3;0;D. Silvestre Júnior;N. da Silveira Júnior;Estádio Urbano Caldeira;12;8;0;0;51%;49%;453;447;12;15;1;4;0;0;1;3;5;5
17;09/08/2015;11:01;Athletico-PR;Sport Recife;1;1;M. Mendes;E. Baptista;Estádio Joaquim Américo Guimarães;16;8;0;0;53%;47%;516;491;6;11;0;0;0;0;4;0;7;2
17;09/08/2015;11:02;Vasco da Gama;Joinville;0;0;C. Juarez Roth;P. Lopes de Gusmão;Maracanã;20;15;0;0;60%;40%;440;301;17;21;2;4;0;0;2;3;9;9
17;09/08/2015;16:03;São Paulo;Corinthians;1;1;J. Osorio;A. Bacchi;Morumbi;19;10;0;0;59%;41%;503;354;13;16;4;1;0;1;7;4;8;5
17;09/08/2015;16:01;Cruzeiro;Palmeiras;2;1;V. Luxemburgo da Silva;M. de Oliveira Santos;Mineirão;17;13;0;0;48%;52%;415;446;21;18;4;3;0;0;4;4;5;7
17;09/08/2015;15:59;Ponte Preta;Flamengo;1;0;D. Ghidoni Junior;C. Borges dos Santos;Moisés Lucarelli;10;16;0;0;41%;59%;337;457;17;16;2;4;0;0;0;0;3;4
17;09/08/2015;16:02;Goiás;Atlético-MG;0;0;J. Camargo;L. Culpi;Estádio do Governo do Estado de Goiás (Serra Dourada);13;8;0;0;37%;63%;347;568;8;11;2;2;0;0;3;0;2;6
17;09/08/2015;18:30;Grêmio;Internacional;5;0;R. Machado Marques;O. Hellmann;Arena do Grêmio;16;12;0;0;57%;43%;553;417;16;12;2;4;0;0;1;1;4;5
17;09/08/2015;18:31;Chapecoense;Figueirense;2;2;V. Eutrópio;A. Fucks;Arena Condá;8;10;0;0;49%;51%;331;321;20;13;1;1;0;0;0;2;5;7
18;12/08/2015;19:34;Coritiba;Palmeiras;2;1;N. da Silveira Júnior;M. de Oliveira Santos;Couto Pereira;9;9;0;0;45%;55%;402;475;14;11;3;1;0;0;0;1;3;8
18;12/08/2015;19:30;Flamengo;Athletico-PR;3;2;C. Borges dos Santos;M. Mendes;Maracanã;9;9;0;0;47%;53%;390;458;10;16;2;3;0;1;1;1;7;4
18;12/08/2015;20:59;Santos;Vasco da Gama;1;0;D. Silvestre Júnior;C. Juarez Roth;Estádio Urbano Caldeira;21;8;0;0;52%;48%;370;343;12;22;3;4;0;1;8;0;6;6
18;12/08/2015;21:00;Goiás;Chapecoense;0;0;J. Camargo;V. Eutrópio;Estádio do Governo do Estado de Goiás (Serra Dourada);17;2;0;0;55%;45%;507;450;6;16;1;3;0;0;0;0;12;1
18;12/08/2015;22:00;Figueirense;São Paulo;0;2;A. Fucks;J. Osorio;Orlando Scarpelli;15;7;0;0;52%;48%;376;356;18;18;3;4;0;1;1;0;6;6
18;12/08/2015;22:00;Internacional;Fluminense;1;0;O. Hellmann;E. Alves Moreira;Estádio José Pinheiro Borda;17;8;0;0;60%;40%;465;315;20;14;6;3;0;2;0;0;8;8
18;12/08/2015;22:00;Corinthians;Sport Recife;4;3;A. Bacchi;E. Baptista;Neo Química Arena;15;10;0;0;57%;43%;491;391;11;8;2;1;0;0;2;4;9;4
18;13/08/2015;19:31;Ponte Preta;Avaí;2;0;D. Ghidoni Junior;G. Kleina;Moisés Lucarelli;14;4;0;0;63%;37%;539;318;13;6;1;1;0;0;3;1;4;1
18;13/08/2015;20:59;Joinville;Cruzeiro;3;0;P. Lopes de Gusmão;V. Luxemburgo da Silva;Arena Joinville;14;8;0;0;33%;67%;298;627;10;10;1;2;0;0;0;3;8;9
18;13/08/2015;20:58;Atlético-MG;Grêmio;0;2;L. Culpi;R. Machado Marques;Mineirão;24;9;0;0;60%;40%;563;413;10;12;2;3;0;0;1;2;12;3
19;15/08/2015;18:30;Vasco da Gama;Coritiba;0;1;C. Juarez Roth;N. da Silveira Júnior;Maracanã;20;13;0;0;56%;44%;389;323;12;19;3;1;0;0;1;0;7;3
19;15/08/2015;18:31;Athletico-PR;Santos;0;0;M. Mendes;D. Silvestre Júnior;Estádio Joaquim Américo Guimarães;13;8;0;0;63%;37%;502;307;10;13;1;1;1;0;2;3;11;4
19;15/08/2015;21:02;São Paulo;Goiás;0;3;J. Osorio;J. Camargo;Morumbi;5;14;0;0;66%;34%;636;339;4;4;1;0;0;0;0;1;7;8
19;16/08/2015;11:00;Palmeiras;Flamengo;4;2;M. de Oliveira Santos;C. Borges dos Santos;Allianz Parque;12;21;0;0;38%;62%;300;466;18;15;2;2;0;0;0;4;3;6
19;16/08/2015;16:03;Avaí;Corinthians;1;2;G. Kleina;A. Bacchi;Ressacada;13;10;0;0;36%;64%;282;546;15;8;0;1;0;0;5;1;8;0
19;16/08/2015;15:59;Fluminense;Figueirense;2;1;E. Alves Moreira;H. Coutinho;Maracanã;19;5;0;0;58%;42%;442;330;14;18;1;1;0;1;1;1;3;2
19;16/08/2015;16:00;Cruzeiro;Internacional;0;0;V. Luxemburgo da Silva;A. Fucks;Mineirão;11;9;0;0;55%;45%;476;391;14;22;2;2;0;0;3;0;5;6
19;16/08/2015;16:00;Sport Recife;Ponte Preta;1;1;E. Baptista;D. Ghidoni Junior;Adelmar da Costa Carvalho;11;12;0;0;47%;53%;481;542;7;16;0;0;0;0;1;2;3;1
19;16/08/2015;18:29;Grêmio;Joinville;2;1;R. Machado Marques;P. Lopes de Gusmão;Arena do Grêmio;17;11;0;0;69%;31%;619;282;10;18;1;0;0;0;2;1;10;4
19;16/08/2015;18:31;Chapecoense;Atlético-MG;2;1;V. Eutrópio;L. Culpi;Arena Condá;13;12;0;0;36%;64%;313;538;12;8;4;3;0;1;1;2;3;7
20;22/08/2015;18:30;Goiás;Vasco da Gama;3;0;J. Camargo;J. de Amorim Campos;Estádio do Governo do Estado de Goiás (Serra Dourada);13;5;0;0;51%;49%;406;407;16;13;3;2;0;2;2;4;4;2
20;22/08/2015;18:30;Santos;Avaí;5;2;D. Silvestre Júnior;G. Kleina;Estádio Urbano Caldeira;17;16;0;0;59%;41%;538;364;14;12;1;3;0;0;1;1;7;2
20;22/08/2015;21:00;Figueirense;Sport Recife;2;1;R. Rodrigues Simões;E. Baptista;Orlando Scarpelli;9;10;0;0;41%;59%;284;429;19;13;1;3;0;0;8;1;8;6
20;23/08/2015;11:01;Coritiba;Chapecoense;1;0;N. da Silveira Júnior;V. Eutrópio;Couto Pereira;9;11;0;0;46%;54%;374;447;19;17;3;3;0;0;0;2;5;0
20;23/08/2015;11:01;Ponte Preta;Grêmio;0;0;D. Ghidoni Junior;R. Machado Marques;Moisés Lucarelli;25;3;0;0;58%;42%;587;437;12;13;1;1;0;0;3;1;6;1
20;23/08/2015;15:59;Joinville;Fluminense;2;1;P. Lopes de Gusmão;E. Alves Moreira;Arena Joinville;11;20;4;8;46%;54%;320;379;26;15;3;2;0;0;3;5;3;4
20;23/08/2015;16:00;Internacional;Athletico-PR;2;0;A. Fucks;M. Mendes;Estádio José Pinheiro Borda;15;8;0;0;47%;53%;430;491;10;12;1;3;0;0;0;2;8;0
20;23/08/2015;16:01;Corinthians;Cruzeiro;3;0;A. Bacchi;V. Luxemburgo da Silva;Neo Química Arena;16;12;0;0;39%;61%;387;590;12;7;2;1;0;0;0;6;3;6
20;23/08/2015;16:01;Flamengo;São Paulo;2;1;O. de Oliveira Filho;J. Osorio;Maracanã;22;9;0;0;44%;56%;277;364;25;15;4;2;0;0;2;2;10;5
20;23/08/2015;18:30;Atlético-MG;Palmeiras;2;1;L. Culpi;M. de Oliveira Santos;Estádio Raimundo Sampaio;18;11;0;0;56%;44%;472;386;13;12;1;3;0;0;5;2;7;2
21;29/08/2015;18:30;Vasco da Gama;Figueirense;0;1;J. de Amorim Campos;R. Rodrigues Simões;Maracanã;17;12;0;0;62%;38%;490;313;11;19;2;4;0;0;3;0;7;1
21;29/08/2015;20:59;São Paulo;Ponte Preta;3;0;J. Osorio;D. Ghidoni Junior;Morumbi;16;20;0;0;47%;53%;496;551;16;11;4;0;0;0;2;1;3;7
21;30/08/2015;11:02;Grêmio;Coritiba;0;0;R. Machado Marques;N. da Silveira Júnior;Arena do Grêmio;12;11;0;0;49%;51%;385;399;13;15;5;5;0;0;2;1;7;6
21;30/08/2015;11:02;Avaí;Internacional;3;0;G. Kleina;A. Fucks;Ressacada;14;14;0;0;36%;64%;290;516;14;12;2;2;0;0;2;1;5;8
21;30/08/2015;16:00;Palmeiras;Joinville;3;2;M. de Oliveira Santos;P. Lopes de Gusmão;Allianz Parque;15;8;0;0;57%;43%;465;360;9;18;0;3;0;0;3;1;3;1
21;30/08/2015;16:00;Fluminense;Atlético-MG;1;2;E. Alves Moreira;L. Culpi;Maracanã;12;13;2;5;43%;57%;372;484;23;16;3;4;0;0;0;0;0;6
21;30/08/2015;16:00;Sport Recife;Flamengo;0;1;E. Baptista;O. de Oliveira Filho;Arena de Pernambuco;12;12;0;0;38%;62%;351;575;6;19;1;5;1;0;3;2;4;6
21;30/08/2015;16:01;Chapecoense;Corinthians;1;3;V. Eutrópio;A. Bacchi;Arena Condá;12;15;0;0;48%;52%;388;429;14;11;2;3;0;0;4;1;7;5
21;30/08/2015;18:31;Cruzeiro;Santos;0;1;V. Luxemburgo da Silva;D. Silvestre Júnior;Mineirão;14;6;0;0;53%;47%;505;469;17;12;2;2;1;0;1;1;4;2
21;30/08/2015;18:31;Athletico-PR;Goiás;3;0;M. Mendes;J. Camargo;Estádio Joaquim Américo Guimarães;19;10;0;0;64%;36%;509;284;12;13;1;3;0;0;0;2;6;3
22;02/09/2015;19:33;Joinville;São Paulo;0;0;P. Lopes de Gusmão;J. Osorio;Arena Joinville;21;8;0;0;47%;53%;359;407;23;14;4;5;0;0;0;5;8;8
22;02/09/2015;19:29;Ponte Preta;Cruzeiro;1;2;D. Ghidoni Junior;D. de Souza;Moisés Lucarelli;8;17;0;0;46%;54%;383;440;19;22;2;5;1;0;1;1;5;6
22;02/09/2015;19:30;Internacional;Vasco da Gama;6;0;A. Fucks;J. de Amorim Campos;Estádio José Pinheiro Borda;10;5;0;0;39%;61%;345;549;22;10;3;1;0;0;2;4;2;6
22;02/09/2015;21:01;Flamengo;Avaí;3;0;O. de Oliveira Filho;G. Kleina;Arena das Dunas;8;14;0;0;63%;37%;588;345;14;18;1;4;0;0;3;1;2;5
22;02/09/2015;20:59;Atlético-MG;Athletico-PR;0;1;L. Culpi;M. Mendes;Estádio Raimundo Sampaio;20;14;0;0;51%;49%;344;368;18;16;4;4;1;0;10;1;10;2
22;02/09/2015;22:01;Coritiba;Sport Recife;0;0;N. da Silveira Júnior;E. Baptista;Couto Pereira;7;12;0;0;48%;52%;414;452;16;14;2;2;0;0;2;3;3;4
22;02/09/2015;22:00;Corinthians;Fluminense;2;0;A. Bacchi;E. Alves Moreira;Neo Química Arena;14;11;8;2;60%;40%;520;345;12;11;0;3;0;0;0;6;8;3
22;02/09/2015;21:59;Goiás;Palmeiras;1;0;J. Camargo;M. de Oliveira Santos;Estádio do Governo do Estado de Goiás (Serra Dourada);9;14;0;0;40%;60%;350;510;11;14;3;3;0;0;1;2;3;7
22;03/09/2015;19:32;Santos;Chapecoense;3;1;D. Silvestre Júnior;V. Eutrópio;Estádio Urbano Caldeira;13;13;0;0;51%;49%;430;420;16;12;0;1;0;0;1;2;4;9
22;03/09/2015;21:01;Figueirense;Grêmio;0;2;R. Rodrigues Simões;R. Machado Marques;Orlando Scarpelli;14;6;0;0;65%;35%;572;330;14;9;4;4;0;0;3;1;9;4
23;05/09/2015;19:29;São Paulo;Internacional;2;0;J. Osorio;A. Fucks;Morumbi;15;5;0;0;53%;47%;464;420;10;10;0;0;0;0;0;1;7;3
23;05/09/2015;19:31;Vasco da Gama;Atlético-MG;1;2;J. de Amorim Campos;L. Culpi;Maracanã;15;4;0;0;47%;53%;416;463;19;16;2;2;1;0;1;5;5;5
23;05/09/2015;21:01;Athletico-PR;Joinville;0;0;M. Mendes;P. Lopes de Gusmão;Estádio Joaquim Américo Guimarães;18;7;0;0;77%;23%;539;169;15;17;4;1;1;3;5;2;4;2
23;06/09/2015;11:00;Cruzeiro;Figueirense;5;1;L. Venker de Menezes;R. Rodrigues Simões;Mineirão;16;5;0;0;54%;46%;476;420;15;15;0;4;0;0;5;1;4;3
23;06/09/2015;11:00;Chapecoense;Ponte Preta;0;0;V. Eutrópio;D. Ghidoni Junior;Arena Condá;15;8;0;0;64%;36%;507;294;9;17;1;2;0;0;1;1;9;11
23;06/09/2015;15:59;Grêmio;Goiás;2;1;R. Machado Marques;J. Camargo;Arena do Grêmio;18;9;0;0;74%;26%;690;248;15;12;3;3;0;1;3;0;5;3
23;06/09/2015;15:59;Palmeiras;Corinthians;3;3;M. de Oliveira Santos;A. Bacchi;Allianz Parque;16;7;0;0;49%;51%;312;351;20;14;6;3;0;0;2;2;11;1
23;06/09/2015;16:02;Avaí;Coritiba;0;2;G. Kleina;N. da Silveira Júnior;Ressacada;12;10;0;0;52%;48%;363;365;19;22;2;4;0;0;1;3;4;1
23;06/09/2015;15:59;Fluminense;Flamengo;1;3;E. Alves Moreira;O. de Oliveira Filho;Maracanã;7;20;0;0;53%;47%;437;402;13;24;6;5;0;1;2;0;5;9
23;06/09/2015;18:31;Sport Recife;Santos;1;1;E. Baptista;D. Silvestre Júnior;Adelmar da Costa Carvalho;12;12;0;0;56%;44%;517;448;9;9;1;0;0;0;0;3;7;1
24;09/09/2015;19:29;Ponte Preta;Vasco da Gama;0;1;D. Ghidoni Junior;J. de Amorim Campos;Moisés Lucarelli;10;12;0;0;47%;53%;406;438;20;23;2;1;1;0;0;0;2;4
24;09/09/2015;19:30;Atlético-MG;Avaí;2;0;L. Culpi;G. Kleina;Estádio Raimundo Sampaio;11;11;0;0;62%;38%;587;369;17;16;3;3;0;0;3;2;5;2
24;09/09/2015;19:30;Internacional;Palmeiras;1;0;A. Fucks;M. de Oliveira Santos;Estádio José Pinheiro Borda;8;7;0;0;46%;54%;367;426;21;23;5;2;1;1;2;0;3;3
24;09/09/2015;21:03;Figueirense;Athletico-PR;1;1;R. Rodrigues Simões;M. Mendes;Orlando Scarpelli;14;12;0;0;51%;49%;403;407;7;9;2;2;0;0;2;1;10;6
24;09/09/2015;22:02;Coritiba;Fluminense;1;1;N. da Silveira Júnior;E. Alves Moreira;Couto Pereira;9;16;3;5;53%;47%;426;376;11;24;1;4;0;0;1;2;3;7
24;09/09/2015;22:00;Santos;São Paulo;3;0;D. Silvestre Júnior;J. Osorio;Estádio Urbano Caldeira;15;11;0;0;48%;52%;431;462;11;9;1;1;0;0;2;3;2;2
24;09/09/2015;22:00;Corinthians;Grêmio;1;1;A. Bacchi;R. Machado Marques;Neo Química Arena;14;15;0;0;56%;44%;604;473;7;6;0;3;0;0;0;2;4;6
24;10/09/2015;19:30;Goiás;Sport Recife;1;0;J. Camargo;E. Baptista;Estádio do Governo do Estado de Goiás (Serra Dourada);19;10;0;0;40%;60%;382;591;8;6;3;1;0;0;0;1;6;5
24;10/09/2015;20:59;Joinville;Chapecoense;0;0;P. Lopes de Gusmão;V. Eutrópio;Arena Joinville;9;7;0;0;55%;45%;361;305;13;10;4;2;0;0;2;3;2;6
24;10/09/2015;21:00;Flamengo;Cruzeiro;2;0;O. de Oliveira Filho;L. Venker de Menezes;Maracanã;10;10;0;0;46%;54%;360;412;18;10;3;3;0;0;1;2;3;7
25;12/09/2015;18:30;Coritiba;Internacional;0;1;N. da Silveira Júnior;A. Fucks;Couto Pereira;25;7;0;0;62%;38%;514;322;13;26;4;7;0;0;0;0;4;3
25;12/09/2015;20:59;Palmeiras;Figueirense;2;0;M. de Oliveira Santos;R. Rodrigues Simões;Allianz Parque;15;4;0;0;53%;47%;424;382;19;18;4;3;0;1;3;5;4;4
25;13/09/2015;11:02;Ponte Preta;Santos;3;1;D. Ghidoni Junior;D. Silvestre Júnior;Moisés Lucarelli;16;20;0;0;38%;62%;333;531;22;15;5;2;0;0;1;0;2;10
25;13/09/2015;11:00;Corinthians;Joinville;3;0;A. Bacchi;P. Lopes de Gusmão;Neo Química Arena;13;7;0;0;69%;31%;595;267;10;17;0;1;0;0;2;3;8;6
25;13/09/2015;16:00;Cruzeiro;Atlético-MG;1;1;L. Venker de Menezes;L. Culpi;Mineirão;12;16;0;0;35%;65%;278;499;17;16;2;5;1;0;4;3;3;9
25;13/09/2015;16:00;Grêmio;São Paulo;1;2;R. Machado Marques;J. Osorio;Arena do Grêmio;12;14;0;0;52%;48%;473;460;11;13;3;3;0;0;1;0;6;4
25;13/09/2015;16:00;Chapecoense;Flamengo;1;3;V. Eutrópio;O. de Oliveira Filho;Arena Condá;13;9;0;0;49%;51%;429;440;13;12;2;1;0;0;1;3;3;7
25;13/09/2015;16:00;Vasco da Gama;Athletico-PR;2;0;J. de Amorim Campos;M. Mendes;Maracanã;14;17;0;0;44%;56%;351;423;18;20;2;2;0;0;4;2;6;13
25;13/09/2015;18:31;Avaí;Goiás;2;1;G. Kleina;J. Camargo;Ressacada;13;12;0;0;65%;35%;581;326;18;19;2;2;0;0;2;2;2;3
25;13/09/2015;18:30;Sport Recife;Fluminense;1;0;E. Baptista;E. Alves Moreira;Arena de Pernambuco;6;13;2;3;57%;43%;440;336;19;17;2;3;0;0;1;0;3;2
26;16/09/2015;19:30;Joinville;Sport Recife;1;1;P. Lopes de Gusmão;E. Baptista;Arena Joinville;15;7;0;0;33%;67%;262;555;19;11;4;3;0;0;3;6;5;3
26;16/09/2015;19:30;Fluminense;Palmeiras;1;4;E. Alves Moreira;M. de Oliveira Santos;Maracanã;9;12;2;9;51%;49%;392;372;14;19;1;3;0;0;3;0;5;6
